text,label
just paid 405600 for rent,Housing
paid 447 for broadband,Utilities
paid for restaurant,Food
paid 209 towards subway,Transport
expensive shoes 90k,Shopping
rent***---__,Housing
broadband,Utilities
electronics cost me 204400,Shopping
cost of plumber was 300200,Housing
expensive spotify 153,Entertainment
first aid,Healthcare
spent 194200 on property tax,Housing
paid 240400 for cafe,Food
"breakfast today, 95k",Food
"furniture today, 56",Housing
electricity 28k,Utilities
paid 52k towards games,Entertainment
spent on fuel,Transport
cost of cleaning was 79k,Housing
paid 263 for apartment,Housing
"maintenance today, 4k",Housing
got hospital - 63k,Healthcare
club 41,Entertainment
expensive snacks 63200,Food
paid 97k towards burger,Food
clinic 422300,Healthcare
paid for pizza,Food
"medicine today, 434700",Healthcare
78k for shirts,Shopping
cost of party was 9k,Entertainment
pharmacy,Healthcare
paid 176900 towards internet,Utilities
paid for internet,Utilities
coffee 298400,Food
amazon,Shopping
6 for shoes,Shopping
therapy 54k,Healthcare
pizza cost me 42900,Food
cinema,Entertainment
paid 93800 towards club,Entertainment
concert,Entertainment
groceries cost,Food
paid 334 towards mortgage,Housing
got taxi - 9,Transport
bought a laptop,Food
spent 293 on mortgage,Housing
got doctor - 39k,Healthcare
watr blll,Utilities
just paid 107 for internet,Utilities
got restaurant - 186100,Food
"dinner today, 76k",Food
just paid 92k for best buy,Shopping
bus ticket,Transport
water bill,Utilities
gas bill,Utilities
paid 301 for hospital,Healthcare
snacks cost,Food
bought a laptop,Food
paid for best buy,Shopping
cost of club was 91k,Entertainment
paid 69 towards medicine,Healthcare
paid 121600 for games,Entertainment
"target today, 160900",Shopping
spent 377700 on meal,Food
expensive best buy 39k,Shopping
just paid 6k for electronics,Shopping
expensive cleaning 152400,Housing
spent 110400 on cleaning,Housing
4900 for best buy,Shopping
48 for pizza,Food
went to lunch and spent 285,Food
spent 27k on subway,Transport
just paid 1500 for cinema,Entertainment
paid 29k for cafe,Food
bought supermarket for 31k,Food
restaurant,Food
"vitamins today, 28k",Healthcare
spent on dinner,Food
internet,Utilities
spent 151 on pizza,Food
went to gas bill and spent 146500,Utilities
bought phone bill for 13k,Utilities
paid for subway,Transport
"cinema today, 200300",Entertainment
paid 11k towards lunch,Food
went to club and spent 78k,Entertainment
"maintenance today, 481000",Housing
shirts,Shopping
hospital bill,Entertainment
clinic,Healthcare
paid 9k towards pizza,Food
gas bill cost me 162800,Utilities
"electronics today, 100100",Shopping
301 for doctor,Healthcare
paid for wifi,Utilities
paid 67800 towards electronics,Shopping
plumber,Housing
"doctor today, 75k",Healthcare
paid 242000 for supermarket,Food
27k for coffee,Food
concert,Entertainment
paid 19k for medicine,Healthcare
restaurant 86,Food
just paid 158 for phone bill,Utilities
bought wifi for 472200,Utilities
paid for first aid,Healthcare
paid 369 for water bill,Utilities
spent on electricity,Utilities
paid for theater,Entertainment
cost of mall was 56k,Shopping
43100 for first aid,Healthcare
just paid 391000 for pharmacy,Healthcare
just paid 9k for power,Utilities
138200 for target,Shopping
cost of sneakers was 74300,Shopping
got trash - 34k,Utilities
paid 95 towards concert,Entertainment
37100 for rent,Housing
expensive furniture 265,Housing
paid for party,Entertainment
"electronics today, 90k",Shopping
got shoes - 82k,Shopping
expensive checkup 115800,Healthcare
bought some random stuff,
boda cost me 179,Transport
"broadband today, 284000",Utilities
boda 69,Transport
bought trash for 270500,Utilities
spent 380 on gifts,Shopping
mortgage cost me 87000,Housing
paid for trash,Utilities
paid 94k for uber,Transport
checkup,Healthcare
cost of therapy was 19k,Healthcare
66400 for plumber,Housing
internet 48k,Utilities
watr blll,Utilities
"amazon today, 395400",Shopping
spent 26k on train,Transport
112600 for shirts,Shopping
bought fuel for 12k,Transport
expensive movie 428300,Entertainment
paid 414800 towards subway,Transport
spent 52k on cinema,Entertainment
spent on maintenance,Housing
paid 62k for taxi,Transport
just paid 236 for gifts,Shopping
eye exam 183,Healthcare
spent 243400 on therapy,Healthcare
paid 34k for home depot,Housing
spotify,Entertainment
cost of mall was 251,Shopping
home depot 70k,Housing
120k,Shopping
137 for vitamins,Healthcare
rent 349800,Housing
paid 22k for therapy,Healthcare
supermarket,Food
paid for electronics,Shopping
sneakers,Shopping
spent on electricity,Utilities
spent 237 on power,Utilities
"clinic today, 423900",Healthcare
water bill cost,Utilities
just paid 458900 for movie,Entertainment
cost of internet was 454,Utilities
cost of steam was 309,Entertainment
parking,Transport
went to clinic and spent 130400,Healthcare
expensive taxi 154,Transport
cost of checkup was 113600,Healthcare
cost of parking was 54k,Transport
burger 217,Food
spent on power,Utilities
mortgage cost me 179600,Housing
party 347,Entertainment
restaurant cost,Food
$$$@#$@@! coffee!!!,Food
paid 436 towards hospital,Healthcare
paid 27k towards burger,Food
"dentist today, 27k",Healthcare
"clinic today, 398700",Healthcare
paid 34500 towards internet,Utilities
amazon,Shopping
bought electricity for 290,Utilities
went to breakfast and spent 19,Food
went to dentist and spent 57k,Healthcare
cost of concert was 9k,Entertainment
spent 76000 on cleaning,Housing
train 474,Transport
spent 2k on cafe,Food
paid 30k for doctor,Healthcare
spent on club,Entertainment
bought cell plan for 357,Utilities
cost of restaurant was 86k,Food
got bowling - 452300,Entertainment
got concert - 53k,Entertainment
paid for cinema,Entertainment
spent 103600 on breakfast,Food
club,Entertainment
cell plan,Utilities
furniture cost,Housing
"sneakers today, 23k",Shopping
100k for gifts,Shopping
got cleaning - 314,Housing
bought cafe for 92k,Food
spent on shirts,Shopping
laptop cost,Shopping
paid for taxi,Transport
cost of supermarket was 13k,Food
checkup 179,Healthcare
spotify 267000,Entertainment
just paid 383100 for burger,Food
games,Entertainment
theater 258,Entertainment
paid for netflix,Healthcare
went to dentist and spent 179,Healthcare
got power - 84500,Utilities
"tolls today, 178",Transport
movie 94k,Entertainment
fuel 24k,Transport
plumber,Housing
netflxxxxxxxxxxx,Entertainment
cell plan cost,Utilities
"spotify today, 153",Entertainment
went to spotify and spent 7300,Entertainment
got electricity - 422,Utilities
water bill,Utilities
paid for jacket,Shopping
paid for vitamins,Healthcare
spppent 45kkk on kfffcc,Food
went to games and spent 193700,Entertainment
cost of boda was 87k,Transport
spent on eye exam,Healthcare
120k,Shopping
paid 322400 towards shirts,Shopping
just paid 98k for restaurant,Food
spent 420 on cleaning,Housing
paid for power,Utilities
got trash - 132400,Utilities
spent 492 on ikea,Housing
cost of mortgage was 97k,Housing
lunch,Food
uber,Transport
bought bus ticket for 363200,Transport
fuel 55k,Transport
went to groceries and spent 33k,Food
broadband cost me 217,Utilities
bought some random stuff,
expensive ikea 52k,Housing
paid for sneakers,Shopping
"burger today, 240",Food
paid 477900 towards plumber,Housing
cost of furniture was 497300,Housing
coffee,Food
32k for doctor,Healthcare
went to gas and spent 101,Transport
club cost me 89k,Entertainment
got groceries - 95k,Food
"bowling today, 33k",Entertainment
cost of bus ticket was 61k,Transport
cleaning,Housing
bought laptop for 475,Shopping
party 176500,Entertainment
amazon,Shopping
spent 77 on parking,Transport
netflix cost me 151400,Entertainment
cost of sneakers was 85k,Shopping
paid 445200 for meal,Food
just paid 375900 for taxi,Transport
expensive restaurant 364400,Food
spent on jacket,Shopping
cost of electronics was 36,Shopping
meal,Food
paid for ikea,Housing
cinema,Entertainment
expensive rent 341900,Housing
paid 373 for shirts,Shopping
"gas today, 28k",Transport
386 for laptop,Shopping
spent 465300 on hospital,Healthcare
internet,Utilities
plumber 35k,Housing
paid for mall,Shopping
paid 75k for train,Transport
cost of property tax was 411900,Housing
went to shoes and spent 67k,Shopping
spent 352 on maintenance,Housing
bought dinner for 51k,Food
electronics,Shopping
spent 91k on doctor,Healthcare
cost of supermarket was 215,Food
went to home depot and spent 94k,Housing
expensive first aid 211900,Healthcare
jacket,Shopping
internet 406,Utilities
paid 181900 for clothes,Shopping
paid 45100 towards club,Entertainment
   ,Transport
got games - 242,Entertainment
19k for cafe,Food
uber cost me 211000,Transport
expensive gas 27k,Transport
bought snacks for 59k,Food
got rent - 80k,Housing
390600 for electricity,Utilities
tolls cost me 424100,Transport
lunch cost me 9k,Food
bought subway for 298000,Transport
paid for water bill,Utilities
"concert today, 135000",Entertainment
unknown charge,
paid 21k towards lunch,Food
bought lunch for 58,Food
spent 292 on cleaning,Housing
spent 432600 on trash,Utilities
got cafe - 167800,Food
paid 122500 for fuel,Transport
restaurant,Food
paid 47k for laptop,Shopping
unknown charge,
paid for laptop,Shopping
went to jacket and spent 10,Shopping
paid for jacket,Shopping
got dinner - 350,Food
just paid 193700 for laptop,Shopping
bought gas bill for 359,Utilities
just paid 9500 for dinner,Food
260 for gas,Transport
"electricity today, 75k",Utilities
paid 453400 for dinner,Food
expensive laptop 88k,Shopping
furniture,Housing
music,Entertainment
cost of clothes was 202,Shopping
paid 48k towards breakfast,Food
 ,Food
boda cost,Transport
paid 2k for netflix,Entertainment
expensive medicine 268,Healthcare
expensive supermarket 470300,Food
went to mall and spent 115,Shopping
128400 for pharmacy,Healthcare
"pharmacy today, 217",Healthcare
paid 44k for concert,Entertainment
spent 41k on games,Entertainment
just paid 199 for lunch,Food
54k for eye exam,Healthcare
uber cost me 66,Transport
got target - 314100,Shopping
paid 290 for cafe,Food
spent 42900 on train,Transport
went to kfc and spent 38000,Food
went to property tax and spent 151100,Housing
expensive trash 421,Utilities
gas,Transport
got club - 56k,Entertainment
expensive shirts 401,Shopping
paid 88k for jacket,Shopping
first aid,Healthcare
got cleaning - 480,Housing
went to train and spent 18k,Transport
spent on sneakers,Shopping
paid 86500 towards flight,Transport
best buy cost,Shopping
spent 233200 on cleaning,Housing
bought breakfast for 96k,Food
concert,Entertainment
furniture,Housing
spent on lunch,Food
cinema 416,Entertainment
expensive cafe 327100,Food
84200 for gifts,Shopping
supermarket cost,Food
burger cost me 336,Food
bought gifts for 213100,Shopping
10 for laptop,Shopping
paid 352000 for maintenance,Housing
"shoes today, 331",Shopping
22500 for vitamins,Healthcare
paid for cinema,Entertainment
vitamins 43k,Healthcare
paid 1k for restaurant,Food
paid 355300 towards coffee,Food
paid 12k towards club,Entertainment
paid for furniture,Housing
expensive cleaning 202,Housing
paid 436 for shoes,Shopping
supermarket cost me 496,Food
expensive home depot 89k,Housing
transit 43k,Transport
paid 62k for gas bill,Utilities
bought some random stuff,
therapy,Healthcare
500,Food
spent on vitamins,Healthcare
internet,Utilities
got plumber - 434,Housing
spent 311 on pharmacy,Healthcare
paid 48300 towards dentist,Healthcare
   ,Transport
238 for flight,Transport
expensive theater 338300,Entertainment
just paid 405800 for gas bill,Utilities
snacks cost me 22k,Food
"doctor today, 295",Healthcare
went to eye exam and spent 135400,Healthcare
just paid 489 for plumber,Housing
paid 228 for best buy,Shopping
vitamins,Healthcare
water bill 30k,Utilities
just paid 405300 for breakfast,Food
just paid 174 for electronics,Shopping
cafe cost me 12k,Food
maintenance 12500,Housing
power,Utilities
just paid 96k for groceries,Food
paid for train,Transport
paid for uber,Transport
got restaurant - 111,Food
160 for parking,Transport
 ,Food
therapy cost,Healthcare
89k for snacks,Food
netflxxxxxxxxxxx,Entertainment
ubbber ride hjshd,Transport
went to fuel and spent 180000,Transport
paid 56200 for bowling,Entertainment
fuel,Transport
clothes cost me 263,Shopping
paid 242 for dinner,Food
"jacket today, 66",Shopping
paid 18k towards train,Transport
just paid 113 for furniture,Housing
got plumber - 73k,Housing
"wifi today, 27600",Utilities
paid for spotify,Entertainment
paid 14 for movie,Entertainment
spent on amazon,Shopping
rent***---__,Housing
spent on power,Utilities
paid 98k for clinic,Healthcare
paid 106000 for bus ticket,Transport
doctor cost,Healthcare
bought steam for 57k,Entertainment
went to doctor and spent 45k,Healthcare
hospital,Healthcare
paid 275 for party,Entertainment
cost of train was 31k,Transport
power 35k,Utilities
spent on therapy,Healthcare
went to subway and spent 8k,Transport
bought movie for 498,Entertainment
spent 129 on burger,Food
 ,Food
spent 22k on gas bill,Utilities
went to maintenance and spent 55k,Housing
internet 52k,Utilities
spent on restaurant,Food
fuel cost,Transport
500,Food
cost of first aid was 10k,Healthcare
unknown charge,
147800 for wifi,Utilities
spent on phone bill,Utilities
paid 385500 towards games,Entertainment
spent 63k on electronics,Shopping
expensive checkup 76k,Healthcare
paid 53k for broadband,Utilities
ubbber ride hjshd,Transport
cafe cost,Food
paid 312 towards bowling,Entertainment
"clinic today, 159",Healthcare
maintenance cost me 115500,Housing
flight,Transport
went to jacket and spent 20,Shopping
just paid 78600 for dentist,Healthcare
paid for restaurant,Food
got lunch - 75k,Food
mall,Shopping
went to supermarket and spent 364500,Food
spent on wifi,Utilities
paid 410100 for eye exam,Healthcare
spotify cost,Entertainment
paid 3k for trash,Utilities
just paid 197 for mortgage,Housing
went to spotify and spent 24k,Entertainment
wifi cost me 28,Utilities
cost of concert was 87k,Entertainment
spent on subway,Transport
bowling cost,Entertainment
just paid 478 for mall,Shopping
paid 85k towards cinema,Entertainment
clinic,Healthcare
spent 348600 on therapy,Healthcare
got music - 32k,Entertainment
music cost,Entertainment
went to dentist and spent 253,Healthcare
cost of hospital was 77,Healthcare
120k,Shopping
expensive broadband 292100,Utilities
snacks cost me 221900,Food
"taxi today, 388300",Transport
went to plumber and spent 89k,Housing
cleaning cost me 350800,Housing
500,Food
bought cleaning for 381,Housing
snacks,Food
rent cost,Housing
went to rent and spent 38k,Housing
just paid 316300 for target,Shopping
spent 27k on gas,Transport
bus ticket cost me 433,Transport
cinema 415,Entertainment
paid for power,Utilities
medicine,Healthcare
concert,Entertainment
"broadband today, 442",Utilities
expensive parking 9k,Transport
transit 370,Transport
82000 for phone bill,Utilities
got jacket - 13k,Shopping
spent 197 on sneakers,Shopping
160 for dinner,Food
snacks 308,Food
maintenance cost me 58k,Housing
got movie - 197,Entertainment
paid 95 towards restaurant,Food
paid 207100 towards steam,Entertainment
paid for best buy,Shopping
bought dentist for 303000,Healthcare
games,Entertainment
"vitamins today, 417700",Healthcare
paid 75k towards restaurant,Food
paid 215000 for sneakers,Shopping
cost of snacks was 41k,Food
cost of meal was 32k,Food
bought party for 384900,Entertainment
sneakers 106700,Shopping
spent on music,Entertainment
paid 411800 for amazon,Shopping
spent on kfc,Food
spent 261500 on eye exam,Healthcare
"gas today, 194000",Transport
got cinema - 7k,Entertainment
paid for netflix,Entertainment
spent 332200 on groceries,Food
just paid 322600 for coffee,Food
went to theater and spent 354,Entertainment
just paid 115000 for ikea,Housing
dinner,Food
netflxxxxxxxxxxx,Entertainment
spent 392 on first aid,Healthcare
cost of music was 77k,Entertainment
"uber today, 84k",Transport
went to vitamins and spent 72k,Healthcare
apartment,Housing
spent on dentist,Healthcare
medicine cost,Healthcare
laptop,Shopping
mortgage,Housing
spent 163 on pizza,Food
train cost,Transport
pizza cost,Food
expensive concert 326,Entertainment
cafe 73k,Food
expensive meal 474,Food
spent on movie,Entertainment
bought electricity for 13k,Utilities
games,Entertainment
paid for gas bill,Utilities
cost of mortgage was 94k,Housing
tolls 53k,Transport
paid 69k for gas,Transport
went to cleaning and spent 95k,Housing
vitamins,Healthcare
spent 483700 on breakfast,Food
paid 48k towards phone bill,Utilities
got water bill - 64,Utilities
netflix,Entertainment
plumber,Housing
spent 19k on train,Transport
went to electricity and spent 320,Utilities
train cost me 53k,Transport
netflxxxxxxxxxxx,Entertainment
groceries,Food
spent on rent,Housing
just paid 226200 for clinic,Healthcare
bowling cost,Entertainment
cost of parking was 29k,Transport
paid 395 towards therapy,Healthcare
went to dentist and spent 129,Healthcare
paid 83k for groceries,Food
cinema,Entertainment
cost of first aid was 242,Healthcare
"wifi today, 389",Utilities
cost of mall was 20k,Shopping
expensive party 45k,Entertainment
paid for uber,Transport
expensive electricity 448600,Utilities
bought kfc for 366,Food
shirts,Shopping
500,Food
120k,Shopping
120k,Shopping
paid 149900 towards meal,Food
cost of ikea was 200,Housing
got internet - 14k,Utilities
25k for property tax,Housing
expensive first aid 173,Healthcare
cost of laptop was 462100,Shopping
cost of train was 365,Transport
paid 38k for party,Entertainment
boda,Transport
paid 406400 towards eye exam,Healthcare
bought breakfast for 46100,Food
bowling cost me 388400,Entertainment
expensive plumber 489,Housing
got power - 10k,Utilities
gas,Transport
paid for kfc,Food
just paid 450700 for subway,Transport
electricity cost me 186500,Utilities
just paid 93k for gas,Transport
shooesss!!!!!!!!,Shopping
cell plan cost,Utilities
bowling cost,Entertainment
coffee,Food
fuel 301,Transport
just paid 77k for property tax,Housing
spent 125700 on subway,Transport
electronics,Shopping
paid 76 for parking,Transport
furniture cost me 64400,Housing
"subway today, 331",Transport
just paid 4k for burger,Food
"theater today, 69",Entertainment
422700 for flight,Transport
games cost me 118400,Entertainment
8k for trash,Utilities
cost of best buy was 5k,Shopping
just paid 230 for supermarket,Food
doctor,Healthcare
paid 23 towards subway,Transport
expensive spotify 149900,Entertainment
bought lunch for 46k,Food
bought restaurant for 205500,Food
went to furniture and spent 130,Housing
fuel,Transport
spent 142 on supermarket,Food
furniture,Housing
paid 19k for hospital,Healthcare
paid for taxi,Transport
bought dentist for 399900,Healthcare
paid 349600 towards cell plan,Utilities
paid for flight,Transport
spent 31900 on fuel,Transport
bought doctor for 186,Healthcare
230 for hospital,Healthcare
just paid 76k for plumber,Housing
got electronics - 79k,Shopping
paid 103 for electronics,Shopping
mall cost me 16k,Shopping
target,Shopping
theater cost,Entertainment
went to first aid and spent 55k,Healthcare
just paid 38 for gas bill,Utilities
272600 for supermarket,Food
went to target and spent 30k,Shopping
tolls cost,Transport
"taxi today, 245",Transport
"trash today, 278300",Utilities
490 for bowling,Entertainment
spent on parking,Transport
expensive power 21k,Utilities
doctor cost,Healthcare
gas bill 139,Utilities
bought trash for 8,Utilities
paid 236600 for trash,Utilities
32 for ikea,Housing
paid for movie,Entertainment
mall 76500,Shopping
got water bill - 15k,Utilities
medicine cost me 51200,Healthcare
phone bill cost,Utilities
82k for burger,Food
just paid 139 for shirts,Shopping
paid 403100 towards subway,Transport
cost of subway was 167,Transport
paid for phone bill,Utilities
expensive clinic 64k,Healthcare
got club - 21k,Entertainment
paid for mall,Shopping
paid for fuel,Transport
went to groceries and spent 50300,Food
cost of mall was 319,Shopping
spent on train,Transport
rent 467,Housing
261100 for electronics,Shopping
138 for mall,Shopping
bought party for 41,Entertainment
cost of sneakers was 403,Shopping
bought transit for 332100,Transport
spent on bus ticket,Transport
paid 397 for wifi,Utilities
got plumber - 496,Housing
paid 124 towards medicine,Healthcare
"ikea today, 310900",Housing
bought phone bill for 170,Utilities
steam cost,Entertainment
spent 146 on pharmacy,Healthcare
supermarket 16k,Food
32k for taxi,Transport
paid 14k for amazon,Shopping
cost of maintenance was 163,Housing
dentist cost me 4,Healthcare
paid 475 for checkup,Healthcare
went to checkup and spent 49k,Healthcare
paid for phone bill,Utilities
bought theater for 237800,Entertainment
bought lunch for 5k,Food
paid for pharmacy,Healthcare
bought cleaning for 368,Housing
broadband cost,Utilities
459 for kfc,Food
spent 397 on club,Entertainment
theater,Entertainment
boda 20k,Transport
cleaning,Housing
docccctooor!! 99999999,Healthcare
"ikea today, 99k",Housing
467500 for water bill,Utilities
just paid 423400 for laptop,Shopping
paid for water bill,Utilities
rent cost,Housing
dinner,Food
just paid 83k for flight,Transport
laptop 436600,Shopping
paid for vitamins,Healthcare
just paid 99k for maintenance,Housing
expensive pizza 449000,Food
cost of maintenance was 201,Housing
$$$@#$@@! coffee!!!,Food
spent 279 on cafe,Food
got wifi - 63k,Utilities
movie,Entertainment
cost of medicine was 66k,Healthcare
paid 87k towards gas bill,Utilities
paid for checkup,Healthcare
got concert - 216800,Entertainment
93k for movie,Entertainment
maintenance cost me 1k,Housing
just paid 48k for breakfast,Food
shoes cost me 35k,Shopping
concert 441,Entertainment
asdfasdf rent asdf,Housing
got internet - 22k,Utilities
doctor,Healthcare
expensive cell plan 4,Utilities
netflix cost,Entertainment
bought clothes for 36k,Shopping
cost of bowling was 123300,Entertainment
bought pharmacy for 91k,Healthcare
paid 345 towards lunch,Food
water bill cost me 12900,Utilities
spent 8k on ikea,Housing
bought doctor for 282,Healthcare
paid 38k towards shoes,Shopping
movie cost me 70k,Entertainment
paid 2900 for burger,Food
got amazon - 15,Shopping
docccctooor!! 99999999,Healthcare
got gifts - 451600,Shopping
358 for clinic,Healthcare
spent on doctor,Healthcare
lunch 2k,Food
cost of gas was 73k,Transport
hospital bill,Entertainment
paid 61k for movie,Entertainment
cost of gas was 83100,Transport
boda,Transport
spent 327600 on vitamins,Healthcare
went to medicine and spent 45k,Healthcare
paid 113 towards meal,Food
went to party and spent 54k,Entertainment
paid for water bill,Utilities
rent,Housing
paid 45k towards doctor,Healthcare
taxi 445,Transport
cost of ikea was 69700,Housing
got maintenance - 68k,Housing
went to party and spent 10k,Entertainment
paid 146 for boda,Transport
paid for music,Entertainment
groceries 361,Food
bought fuel for 180400,Transport
went to therapy and spent 108,Healthcare
got rent - 454,Housing
expensive mortgage 29,Housing
restaurant,Food
uber,Transport
paid 294 towards first aid,Healthcare
spent 43100 on internet,Utilities
subway cost me 460,Transport
"lunch today, 66k",Food
broadband cost,Utilities
bought vitamins for 62k,Healthcare
paid for dinner,Food
$$$@#$@@! coffee!!!,Food
cost of trash was 43k,Utilities
spent 8k on eye exam,Healthcare
music,Entertainment
paid for taxi,Transport
party,Entertainment
subway,Transport
paid 228 towards breakfast,Food
asdfasdf rent asdf,Housing
paid 91k towards restaurant,Food
expensive taxi 48k,Transport
netflxxxxxxxxxxx,Entertainment
just paid 134 for concert,Entertainment
paid 350 for medicine,Healthcare
paid for meal,Food
got property tax - 453,Housing
just paid 67k for broadband,Utilities
concert cost,Entertainment
bought shoes for 393,Shopping
296 for gas,Transport
just paid 15000 for breakfast,Food
went to restaurant and spent 5k,Food
expensive gas bill 57k,Utilities
clothes cost,Shopping
spent 8 on pharmacy,Healthcare
paid 386100 towards cafe,Food
hospital,Healthcare
went to club and spent 62k,Entertainment
ubbber ride hjshd,Transport
got apartment - 367500,Housing
best buy,Shopping
15 for snacks,Food
water bill cost,Utilities
"rent today, 378500",Housing
expensive club 315200,Entertainment
paid 52k towards shirts,Shopping
got lunch - 98k,Food
spent 353000 on pizza,Food
paid for phone bill,Utilities
"clothes today, 43400",Shopping
paid for steam,Entertainment
mall,Shopping
got medicine - 426900,Healthcare
flight,Transport
cost of party was 68k,Entertainment
doctor cost me 21k,Healthcare
bought club for 34k,Entertainment
spent 376700 on rent,Housing
paid 213 towards doctor,Healthcare
dinner 337800,Food
cell plan cost,Utilities
spent 466 on eye exam,Healthcare
trash,Utilities
paid 278300 towards gas,Transport
paid 337100 for cleaning,Housing
bought tolls for 133000,Transport
gas bill cost me 86k,Utilities
vitamins cost,Healthcare
got furniture - 88k,Housing
paid 100k for therapy,Healthcare
bought water bill for 129,Utilities
spent 120100 on internet,Utilities
coffee,Food
went to meal and spent 32300,Food
supermarket,Food
supermarket,Food
bought movie for 93,Entertainment
got ikea - 61k,Housing
bus ticket,Transport
dentist cost,Healthcare
got electronics - 30,Shopping
home depot,Housing
cost of cinema was 358,Entertainment
gas,Transport
spent on theater,Entertainment
44200 for wifi,Utilities
paid 4200 for sneakers,Shopping
spent 87k on games,Entertainment
spent 333300 on amazon,Shopping
paid 10k towards broadband,Utilities
spent 76k on taxi,Transport
power,Utilities
"shoes today, 17k",Shopping
expensive trash 256700,Utilities
just paid 92k for restaurant,Food
cafe cost me 39000,Food
got trash - 85k,Utilities
shirts cost me 165,Shopping
paid for breakfast,Food
cost of property tax was 312900,Housing
ikea cost,Housing
spent on jacket,Shopping
paid 21k towards kfc,Food
paid 59k towards jacket,Shopping
vitamins 83k,Healthcare
sneakers cost,Shopping
spent 352100 on electronics,Shopping
train 274,Transport
spent 24k on first aid,Healthcare
expensive coffee 356500,Food
apartment cost me 17700,Housing
433 for first aid,Healthcare
paid 62800 towards restaurant,Food
"gifts today, 85k",Shopping
went to power and spent 171,Utilities
got subway - 166900,Transport
"power today, 174",Utilities
paid 67k for dinner,Food
expensive dentist 59k,Healthcare
spent on apartment,Housing
expensive gas 392,Transport
got broadband - 209600,Utilities
cost of hospital was 344,Healthcare
bought furniture for 10k,Housing
docccctooor!! 99999999,Healthcare
paid for concert,Entertainment
bought a laptop,Food
paid 11k for train,Transport
spent on breakfast,Food
paid for pharmacy,Healthcare
spent on cell plan,Utilities
paid 71k for burger,Food
bought coffee for 406,Food
went to supermarket and spent 74k,Food
docccctooor!! 99999999,Healthcare
spent on target,Shopping
went to rent and spent 60700,Housing
expensive bowling 42k,Entertainment
paid 183 towards dentist,Healthcare
got boda - 488,Transport
doctor cost,Healthcare
watr blll,Utilities
spent 74 on shirts,Shopping
paid 138000 towards internet,Utilities
paid 123 towards mortgage,Housing
paid 69k for netflix,Entertainment
spotify,Entertainment
"power today, 225700",Utilities
went to apartment and spent 181,Housing
just paid 54k for snacks,Food
parking cost,Transport
steam,Entertainment
breakfast,Food
boda 49600,Transport
lunch 464,Food
spent on water bill,Utilities
clothes,Shopping
paid 441 for hospital,Healthcare
apartment cost,Housing
went to plumber and spent 97k,Housing
watr blll,Utilities
just paid 295100 for broadband,Utilities
spent 14k on kfc,Food
spent on train,Transport
expensive party 350600,Entertainment
paid 365 towards subway,Transport
spent 55k on dinner,Food
power 266,Utilities
phone bill,Utilities
asdfasdf rent asdf,Housing
shoes,Shopping
cost of home depot was 481,Housing
"uber today, 105600",Transport
rent***---__,Housing
went to parking and spent 85k,Transport
"medicine today, 473300",Healthcare
expensive lunch 423,Food
went to burger and spent 276400,Food
paid 84 for lunch,Food
spent 93k on breakfast,Food
bought lunch for 219800,Food
spent on pizza,Food
paid for flight,Transport
cost of trash was 266,Utilities
cost of taxi was 32k,Transport
paid 279400 towards pharmacy,Healthcare
paid 456 for pharmacy,Healthcare
bought cafe for 29k,Food
rent***---__,Housing
"plumber today, 46700",Housing
expensive taxi 323,Transport
spent on trash,Utilities
bought groceries for 278,Food
206400 for restaurant,Food
went to lunch and spent 130000,Food
"supermarket today, 35k",Food
went to eye exam and spent 32k,Healthcare
mall cost,Shopping
paid 260 for uber,Transport
got mortgage - 17k,Housing
spent 86300 on coffee,Food
furniture,Housing
got club - 194500,Entertainment
spent 61k on shoes,Shopping
got property tax - 176600,Housing
got transit - 93,Transport
bought cafe for 131700,Food
spent 22 on shirts,Shopping
expensive concert 234800,Entertainment
spent on lunch,Food
"phone bill today, 82k",Utilities
rent***---__,Housing
just paid 55k for music,Entertainment
"dinner today, 369600",Food
expensive kfc 38,Food
bought train for 304000,Transport
bought some random stuff,
groceries,Food
210700 for electricity,Utilities
flight cost,Transport
bought eye exam for 65k,Healthcare
first aid cost,Healthcare
flight cost me 254,Transport
bought a laptop,Food
paid 16k for clothes,Shopping
"restaurant today, 282",Food
spent on first aid,Healthcare
spent on transit,Transport
spent on fuel,Transport
ubbber ride hjshd,Transport
"supermarket today, 56900",Food
"music today, 75k",Entertainment
paid for clothes,Shopping
paid 181500 towards snacks,Food
concert,Entertainment
hospital 24k,Healthcare
bought some random stuff,
120k,Shopping
"electricity today, 81k",Utilities
docccctooor!! 99999999,Healthcare
clinic,Healthcare
382 for bus ticket,Transport
cell plan 137,Utilities
spent 496000 on netflix,Entertainment
went to first aid and spent 234000,Healthcare
got clinic - 310300,Healthcare
went to cinema and spent 30k,Entertainment
spent 128 on target,Shopping
 ,Food
cost of gifts was 269000,Shopping
paid 166100 towards netflix,Entertainment
got maintenance - 498500,Housing
subway,Transport
spent 35k on supermarket,Food
dentist,Healthcare
cost of property tax was 312500,Housing
paid for dinner,Food
checkup cost,Healthcare
expensive laptop 5k,Shopping
paid 491 towards sneakers,Shopping
paid 73600 towards shirts,Shopping
club cost,Entertainment
burger cost me 96k,Food
paid 208200 for target,Shopping
boda cost me 59k,Transport
target cost,Shopping
got rent - 45k,Housing
 ,Food
95k for best buy,Shopping
expensive amazon 89k,Shopping
